timestamp,open,high,low,close,volume
2023-01-01 01:13:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:14:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:15:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:16:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:17:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:18:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:19:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:20:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:21:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:22:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:23:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:24:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:25:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:26:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:27:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:28:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:29:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:30:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:31:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:32:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:33:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:34:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:35:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:36:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:37:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:38:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:39:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:40:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:41:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:42:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:43:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:44:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:45:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:46:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:47:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:48:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:49:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:50:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:51:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:52:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:53:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:54:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:55:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:56:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:57:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:58:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 01:59:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:00:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:01:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:02:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:03:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:04:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:05:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:06:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:07:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:08:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:09:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:10:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:11:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:12:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:13:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:14:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:15:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:16:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:17:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:18:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:19:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:20:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:21:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:22:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:23:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:24:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:25:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:26:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:27:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:28:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:29:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:30:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:31:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:32:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:33:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:34:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:35:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:36:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:37:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:38:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:39:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:40:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:41:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:42:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:43:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:44:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:45:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:46:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:47:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:48:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:49:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:50:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:51:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:52:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:53:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:54:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:55:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:56:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:57:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:58:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 02:59:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:00:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:01:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:02:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:03:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:04:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:05:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:06:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:07:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:08:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:09:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:10:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:11:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:12:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:13:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:14:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:15:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:16:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:17:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:18:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:19:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:20:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:21:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:22:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:23:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:24:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:25:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:26:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:27:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:28:00,1.0756,1.0757,1.0755,1.0756,700
2023-01-01 03:29:00,1.0756,1.0757,1.0755,1.0756,700
